area_code,area,country_group_code,country_group,m49_code,iso2_code,iso3_code,wb_group2021,domain_code,domain,element_code,element,item_code_fao,item,year_code,year,unit,value,flag,flag_description,population,agriculture_production_value_per_capita
61,Equatorial Guinea,9011,Upper-middle-income economies,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,136070,A,"Aggregate, may include official, semi-official, estimated or calculated data",1122273,121.25
61,Equatorial Guinea,9011,Upper-middle-income economies,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,143111,A,"Aggregate, may include official, semi-official, estimated or calculated data",1168575,122.47
61,Equatorial Guinea,9011,Upper-middle-income economies,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,144603,A,"Aggregate, may include official, semi-official, estimated or calculated data",1215181,119
61,Equatorial Guinea,9011,Upper-middle-income economies,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,149581,A,"Aggregate, may include official, semi-official, estimated or calculated data",1262008,118.53
61,Equatorial Guinea,9011,Upper-middle-income economies,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,150402,A,"Aggregate, may include official, semi-official, estimated or calculated data",1308966,114.9
61,Equatorial Guinea,5000,World,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,136070,A,"Aggregate, may include official, semi-official, estimated or calculated data",1122273,121.25
61,Equatorial Guinea,5000,World,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,143111,A,"Aggregate, may include official, semi-official, estimated or calculated data",1168575,122.47
61,Equatorial Guinea,5000,World,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,144603,A,"Aggregate, may include official, semi-official, estimated or calculated data",1215181,119
61,Equatorial Guinea,5000,World,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,149581,A,"Aggregate, may include official, semi-official, estimated or calculated data",1262008,118.53
61,Equatorial Guinea,5000,World,226,GQ,GNQ,Sub-Saharan Africa (excluding high income),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,150402,A,"Aggregate, may include official, semi-official, estimated or calculated data",1308966,114.9
63,Estonia,5848,Annex I countries,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5848,Annex I countries,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5848,Annex I countries,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5848,Annex I countries,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5848,Annex I countries,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,5400,Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5400,Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5400,Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5400,Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5400,Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,5707,European Union (27),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5707,European Union (27),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5707,European Union (27),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5707,European Union (27),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5707,European Union (27),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,5706,European Union (28),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5706,European Union (28),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5706,European Union (28),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5706,European Union (28),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5706,European Union (28),233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,9010,High-income economies,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,9010,High-income economies,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,9010,High-income economies,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,9010,High-income economies,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,9010,High-income economies,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,5208,Northern America and Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5208,Northern America and Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5208,Northern America and Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5208,Northern America and Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5208,Northern America and Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,5402,Northern Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5402,Northern Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5402,Northern Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5402,Northern Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5402,Northern Europe,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,5873,OECD,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5873,OECD,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5873,OECD,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5873,OECD,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5873,OECD,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
63,Estonia,5000,World,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,790199,A,"Aggregate, may include official, semi-official, estimated or calculated data",1314545,601.12
63,Estonia,5000,World,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,888810,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315407,675.69
63,Estonia,5000,World,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,718166,A,"Aggregate, may include official, semi-official, estimated or calculated data",1315790,545.81
63,Estonia,5000,World,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,786079,A,"Aggregate, may include official, semi-official, estimated or calculated data",1317384,596.7
63,Estonia,5000,World,233,EE,EST,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,668780,A,"Aggregate, may include official, semi-official, estimated or calculated data",1321977,505.89
66,Fiji,5502,Melanesia,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,398780,A,"Aggregate, may include official, semi-official, estimated or calculated data",866447,460.25
66,Fiji,5502,Melanesia,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,398712,A,"Aggregate, may include official, semi-official, estimated or calculated data",868632,459.01
66,Fiji,5502,Melanesia,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,306350,A,"Aggregate, may include official, semi-official, estimated or calculated data",872406,351.16
66,Fiji,5502,Melanesia,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,413014,A,"Aggregate, may include official, semi-official, estimated or calculated data",877460,470.69
66,Fiji,5502,Melanesia,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,436971,A,"Aggregate, may include official, semi-official, estimated or calculated data",883490,494.6
66,Fiji,5849,Non-Annex I countries,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,398780,A,"Aggregate, may include official, semi-official, estimated or calculated data",866447,460.25
66,Fiji,5849,Non-Annex I countries,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,398712,A,"Aggregate, may include official, semi-official, estimated or calculated data",868632,459.01
66,Fiji,5849,Non-Annex I countries,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,306350,A,"Aggregate, may include official, semi-official, estimated or calculated data",872406,351.16
66,Fiji,5849,Non-Annex I countries,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,413014,A,"Aggregate, may include official, semi-official, estimated or calculated data",877460,470.69
66,Fiji,5849,Non-Annex I countries,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,436971,A,"Aggregate, may include official, semi-official, estimated or calculated data",883490,494.6
66,Fiji,5500,Oceania,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,398780,A,"Aggregate, may include official, semi-official, estimated or calculated data",866447,460.25
66,Fiji,5500,Oceania,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,398712,A,"Aggregate, may include official, semi-official, estimated or calculated data",868632,459.01
66,Fiji,5500,Oceania,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,306350,A,"Aggregate, may include official, semi-official, estimated or calculated data",872406,351.16
66,Fiji,5500,Oceania,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,413014,A,"Aggregate, may include official, semi-official, estimated or calculated data",877460,470.69
66,Fiji,5500,Oceania,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,436971,A,"Aggregate, may include official, semi-official, estimated or calculated data",883490,494.6
66,Fiji,5807,Oceania excluding Australia and New Zealand,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,398780,A,"Aggregate, may include official, semi-official, estimated or calculated data",866447,460.25
66,Fiji,5807,Oceania excluding Australia and New Zealand,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,398712,A,"Aggregate, may include official, semi-official, estimated or calculated data",868632,459.01
66,Fiji,5807,Oceania excluding Australia and New Zealand,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,306350,A,"Aggregate, may include official, semi-official, estimated or calculated data",872406,351.16
66,Fiji,5807,Oceania excluding Australia and New Zealand,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,413014,A,"Aggregate, may include official, semi-official, estimated or calculated data",877460,470.69
66,Fiji,5807,Oceania excluding Australia and New Zealand,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,436971,A,"Aggregate, may include official, semi-official, estimated or calculated data",883490,494.6
66,Fiji,5803,Small Island Developing States,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,398780,A,"Aggregate, may include official, semi-official, estimated or calculated data",866447,460.25
66,Fiji,5803,Small Island Developing States,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,398712,A,"Aggregate, may include official, semi-official, estimated or calculated data",868632,459.01
66,Fiji,5803,Small Island Developing States,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,306350,A,"Aggregate, may include official, semi-official, estimated or calculated data",872406,351.16
66,Fiji,5803,Small Island Developing States,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,413014,A,"Aggregate, may include official, semi-official, estimated or calculated data",877460,470.69
66,Fiji,5803,Small Island Developing States,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,436971,A,"Aggregate, may include official, semi-official, estimated or calculated data",883490,494.6
66,Fiji,9011,Upper-middle-income economies,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,398780,A,"Aggregate, may include official, semi-official, estimated or calculated data",866447,460.25
66,Fiji,9011,Upper-middle-income economies,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,398712,A,"Aggregate, may include official, semi-official, estimated or calculated data",868632,459.01
66,Fiji,9011,Upper-middle-income economies,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,306350,A,"Aggregate, may include official, semi-official, estimated or calculated data",872406,351.16
66,Fiji,9011,Upper-middle-income economies,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,413014,A,"Aggregate, may include official, semi-official, estimated or calculated data",877460,470.69
66,Fiji,9011,Upper-middle-income economies,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,436971,A,"Aggregate, may include official, semi-official, estimated or calculated data",883490,494.6
66,Fiji,5000,World,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,398780,A,"Aggregate, may include official, semi-official, estimated or calculated data",866447,460.25
66,Fiji,5000,World,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,398712,A,"Aggregate, may include official, semi-official, estimated or calculated data",868632,459.01
66,Fiji,5000,World,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,306350,A,"Aggregate, may include official, semi-official, estimated or calculated data",872406,351.16
66,Fiji,5000,World,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,413014,A,"Aggregate, may include official, semi-official, estimated or calculated data",877460,470.69
66,Fiji,5000,World,242,FJ,FJI,East Asia & Pacific (excluding high income & China),QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,436971,A,"Aggregate, may include official, semi-official, estimated or calculated data",883490,494.6
67,Finland,5848,Annex I countries,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,3252878,A,"Aggregate, may include official, semi-official, estimated or calculated data",5461512,595.6
67,Finland,5848,Annex I countries,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,3221106,A,"Aggregate, may include official, semi-official, estimated or calculated data",5479531,587.84
67,Finland,5848,Annex I countries,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,3217723,A,"Aggregate, may include official, semi-official, estimated or calculated data",5495303,585.54
67,Finland,5848,Annex I countries,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,3179620,A,"Aggregate, may include official, semi-official, estimated or calculated data",5508214,577.25
67,Finland,5848,Annex I countries,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,3038904,A,"Aggregate, may include official, semi-official, estimated or calculated data",5515525,550.97
67,Finland,5400,Europe,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,3252878,A,"Aggregate, may include official, semi-official, estimated or calculated data",5461512,595.6
67,Finland,5400,Europe,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,3221106,A,"Aggregate, may include official, semi-official, estimated or calculated data",5479531,587.84
67,Finland,5400,Europe,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,3217723,A,"Aggregate, may include official, semi-official, estimated or calculated data",5495303,585.54
67,Finland,5400,Europe,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,3179620,A,"Aggregate, may include official, semi-official, estimated or calculated data",5508214,577.25
67,Finland,5400,Europe,246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2018,2018,1000 US$,3038904,A,"Aggregate, may include official, semi-official, estimated or calculated data",5515525,550.97
67,Finland,5707,European Union (27),246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2014,2014,1000 US$,3252878,A,"Aggregate, may include official, semi-official, estimated or calculated data",5461512,595.6
67,Finland,5707,European Union (27),246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2015,2015,1000 US$,3221106,A,"Aggregate, may include official, semi-official, estimated or calculated data",5479531,587.84
67,Finland,5707,European Union (27),246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2016,2016,1000 US$,3217723,A,"Aggregate, may include official, semi-official, estimated or calculated data",5495303,585.54
67,Finland,5707,European Union (27),246,FI,FIN,High income,QV,Value of Agricultural Production,58,Gross Production Value (constant 2014-2016 thousand US$),2051,Agriculture,2017,2017,1000 US$,3179620,A,"Aggregate, may include official, semi-official, estimated or calculated data",5508214,577.25
